feat_set,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,val_mae,test_mae,test_mse,test_r2,trees,reg_alpha,reg_lambda
L1+L5_enhanced,4,0.005,0.6,0.8,1,10.570549011230469,10.553400039672852,184.6141815185547,0.2630615830421448,786,,
L1+L5_enhanced,4,0.005,0.6,0.8,3,10.574153900146484,10.55201244354248,184.52784729003906,0.2634062170982361,786,,
L1+L5_enhanced,4,0.005,0.6,0.8,5,10.573570251464844,10.551127433776855,184.50039672851562,0.263515830039978,786,,
L1+L5_enhanced,4,0.005,0.6,0.8,10,10.573160171508789,10.553394317626953,184.3193817138672,0.2642383575439453,786,,
L1+L5_enhanced,4,0.005,0.7,0.6,1,10.554988861083984,10.552840232849121,184.40528869628906,0.2638954520225525,782,,
L1+L5_enhanced,4,0.005,0.7,0.6,3,10.556783676147461,10.554651260375977,184.48854064941406,0.2635631561279297,784,,
L1+L5_enhanced,4,0.005,0.7,0.6,5,10.55876636505127,10.55093002319336,184.2869873046875,0.26436764001846313,782,,
L1+L5_enhanced,4,0.005,0.7,0.6,10,10.560503005981445,10.548344612121582,184.20425415039062,0.26469796895980835,782,,
L1+L5_enhanced,4,0.005,0.7,0.7,1,10.54246997833252,10.551884651184082,184.44468688964844,0.26373815536499023,983,,
L1+L5_enhanced,4,0.005,0.7,0.7,3,10.542835235595703,10.553622245788574,184.44422912597656,0.26374000310897827,980,,
L1+L5_enhanced,4,0.005,0.7,0.7,5,10.565315246582031,10.56474781036377,184.84979248046875,0.2621210813522339,621,,
L1+L5_enhanced,4,0.005,0.7,0.7,10,10.561537742614746,10.548721313476562,184.2539825439453,0.2644994258880615,782,,
L1+L5_enhanced,4,0.005,0.7,0.8,1,10.561988830566406,10.561773300170898,184.7255096435547,0.26261717081069946,623,,
L1+L5_enhanced,4,0.005,0.7,0.8,3,10.564419746398926,10.56729793548584,184.84439086914062,0.2621426582336426,623,,
L1+L5_enhanced,4,0.005,0.7,0.8,5,10.563593864440918,10.563153266906738,184.7221221923828,0.26263076066970825,623,,
L1+L5_enhanced,4,0.005,0.7,0.8,10,10.568299293518066,10.559894561767578,184.5123748779297,0.2634679675102234,623,,
L1+L5_enhanced,4,0.005,0.8,0.6,1,10.562407493591309,10.549600601196289,184.52088928222656,0.2634339928627014,783,,
L1+L5_enhanced,4,0.005,0.8,0.6,3,10.560274124145508,10.552043914794922,184.600341796875,0.26311683654785156,786,,
L1+L5_enhanced,4,0.005,0.8,0.6,5,10.559083938598633,10.550091743469238,184.544677734375,0.2633390426635742,783,,
L1+L5_enhanced,4,0.005,0.8,0.6,10,10.559664726257324,10.549554824829102,184.49630737304688,0.2635321021080017,794,,
L1+L5_enhanced,4,0.005,0.8,0.7,1,10.556571006774902,10.552456855773926,184.69801330566406,0.26272696256637573,778,,
L1+L5_enhanced,4,0.005,0.8,0.7,3,10.556777954101562,10.554184913635254,184.74444580078125,0.26254165172576904,792,,
L1+L5_enhanced,4,0.005,0.8,0.7,5,10.557504653930664,10.55628776550293,184.7800750732422,0.2623993754386902,792,,
L1+L5_enhanced,4,0.005,0.8,0.7,10,10.555041313171387,10.55013656616211,184.569580078125,0.26323962211608887,795,,
L1+L5_enhanced,4,0.005,0.8,0.8,1,10.560413360595703,10.543549537658691,184.55474853515625,0.2632988691329956,749,,
